Product Description,Product Name,ID,Unit Price,Category,Stock Quantity,Inventory Value,Photo's Link,Ingredients
Chips,Oishi Kirei Yummy Flakes 20g,000-364,₱6.00,Snacks,6,₱36.00,https://cdn.shopify.com/s/files/1/2713/3026/products/kirei_yummy_flakes_600x.jpeg?v=1545281072,
Chips,Oishi Marty's Plain Salted 26g,000-365,₱6.00,Snacks,6,₱36.00,https://www.srssulit.com/wp-content/uploads/products/1439-1.png,
Chips,Oishi Marty's Salt & Vinegar 26g,000-366,₱6.00,Snacks,6,₱36.00,https://imartgrocersph.com/wp-content/uploads/2021/04/martys-plain.png,
Chips,Oishi Onion Rings 16g,000-367,₱6.00,Snacks,6,₱36.00,https://www.oishi.com.ph/wp-content/uploads/2017/04/onion-rings-18g-copy.png,
Chips,Oishi Potato Crisps Cheese 18g,000-368,₱6.00,Snacks,6,₱36.00,https://palengkethailand.com/wp-content/uploads/2021/07/OISHI-POTATO-CHIPS-CHEESE-18g.png,
Chips,Oishi Potato Crisps Creamy Garlic 18g,000-369,₱6.00,Snacks,6,₱36.00,https://www.oishi.com.ph/wp-content/uploads/2017/04/potato-crisps-garlic-50g.png,
Chips,Oishi Potato Crisps Tomato Ketchup 18g,000-370,₱6.00,Snacks,6,₱36.00,https://cdn.shopify.com/s/files/1/0294/1298/2858/products/Untitleddesign-2020-07-21T104348.641_grande.png?v=1595318135,
Chips,Oishi Potato Fries BBQ 21g,000-371,₱6.00,Snacks,6,₱36.00,https://cdn.shopify.com/s/files/1/0485/8380/3036/products/image_2021-04-16_183444.png?v=1618569291,
Chips,Oishi Potato Fries Cheese 21g,000-372,₱6.00,Snacks,6,₱36.00,https://www.srssulit.com/wp-content/uploads/products/12771-1.png,
Chips,Oishi Potato Fries Plain Salted 21g,000-373,₱6.00,Snacks,6,₱36.00,https://onlinepandacaqui.store/wp-content/uploads/2021/03/Oishi-Potato-Fries-Plain-Salted-21g-2.png,
Chips,Oishi Potato Fries Tomato Ketchup 21g,000-374,₱6.00,Snacks,6,₱36.00,https://www.oishi.com.ph/wp-content/uploads/2017/04/potato-fries_tomato-ketchup_BM.png,
Chips,Oishi Prawn Crackers 24g,000-375,₱6.00,Snacks,6,₱36.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Oishi-Prawn-Crackers-24g.png,
Candy,Halls Candy Honey Lemon,000-376,₱1.00,Snacks,50,₱50.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/HAL84.png,
Candy,Fres Candy Barley,000-377,₱1.00,Snacks,50,₱50.00,https://gmart.com.ph/wp-content/uploads/2020/10/FRES-MINT-CANDY-BARLEY-150G.png,
Candy,Dynamite Candy Choco,000-378,₱1.00,Snacks,50,₱50.00,https://www.pngfind.com/pngs/m/592-5923775_chocolate-filled-mint-candy-jack-n-jill-dynamite.png,
Candy,Fres Candy Cherry,000-379,₱1.00,Snacks,50,₱50.00,https://images.freshop.com/08996001346297/408c010f39815df2b61be14d91986a45_large.png,
Candy,Clorets Candy Ocean Mint,000-380,₱1.00,Snacks,50,₱50.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/CLO272.png,
Candy,Clorets Candy Coolmint,000-381,₱1.00,Snacks,50,₱50.00,https://images.freshop.com/1564405684702557681/5c3c0a9b4cba3282263b811ca7a286a3_large.png,
Candy,Dynamite Candy Melon,000-382,₱1.00,Snacks,50,₱50.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/DYN10.png,
Candy,Maxx Candy Fresh,000-383,₱1.00,Snacks,50,₱50.00,https://cdn.shortpixel.ai/spai/q_lossy+ret_img+to_webp/https://salangikopu.com/wp-content/uploads/2020/09/Maxx-Fresh-Menthol-Candy-Front.png,
Candy,Fres Candy Apple,000-384,₱1.00,Snacks,50,₱50.00,https://gmart.com.ph/wp-content/uploads/2020/10/FRES-MINT-CANDY-APPLE-PEACH-150G.png,
Candy,X.O. Coffee Candy,000-385,₱1.00,Snacks,50,₱50.00,https://imartgrocersph.com/wp-content/uploads/2020/09/X.O.-Coffee-Candy-50_s-.jpg,
Candy,Maxx Candy Calamansi,000-386,₱1.00,Snacks,50,₱50.00,https://images.freshop.com/8195217/6c0de48d6325bfff534facb374914c42_large.png,
Candy,Halls Candy Menthol,000-387,₱1.00,Snacks,50,₱50.00,https://cdn.shopify.com/s/files/1/0421/2454/2105/products/6774622748825.png?v=1631311890,
Candy,Fres Candy Grape,000-388,₱1.00,Snacks,50,₱50.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/FRE85.png,
Candy,Kendi Mint Candy,000-389,₱1.00,Snacks,50,₱50.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/KEN02.png,
Candy,Maxx Candy Cherry,000-390,₱1.00,Snacks,50,₱50.00,https://boholonlinestore.com/wp-content/uploads/2020/06/httpsshop.smmarkets.phmediawysiwyglostnfound220100348_-_jack_jill_maxx_candy_cherry_50s.png,
Baby Oil,Johnson's Baby Oil Regular 25ml,000-391,₱17.00,Personal Care,24,₱408.00,https://boholgrocery.com/wp-content/uploads/2020/09/Johnsons-Baby-Oil-Regular-25ml.png,
Baby Powder,Johnson's Baby Powder Bedtime 25g,000-392,₱18.00,Personal Care,24,₱432.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/JOH36B.png,
Baby Powder,Johnson's Baby Powder Bedtime 50g,000-393,₱25.00,Personal Care,24,₱600.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/time_1024x.png?v=1616743518,
Baby Powder,Johnson's Baby Powder Blossoms Pink 25g,000-394,₱17.00,Personal Care,24,₱408.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/48040693.png,
Baby Powder,Johnson's Baby Powder Blossoms Pink 50g,000-395,₱25.00,Personal Care,24,₱600.00,https://onlinepandacaqui.store/wp-content/uploads/2020/08/Johnsons-Blossom-Baby-Powder-50g-Pink-2.png,
Baby Powder,Johnson's Baby Powder Classic 25g,000-396,₱14.00,Personal Care,24,₱336.00,https://cdn.shopify.com/s/files/1/0429/0900/8034/products/johnsonbabypowderclassic25g_503x503.png?v=1602817071,
Baby Powder,Johnson's Baby Powder Classic 50g,000-397,₱24.00,Personal Care,24,₱576.00,https://cdn.shopify.com/s/files/1/0280/7126/4308/products/J_J_BABY_POWDER_CLASSIC_REGULAR_50G_800x_cb13311a-be67-4764-8a99-9a81048672b1_600x.png?v=1588395270,
Deo-Lotion ,Rexona Deo-Lotion Ice Cool 3ml,000-398,₱8.00,Personal Care,24,₱192.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/REX222.png,
Deo-Lotion ,Rexona Deo-Lotion Passion 3ml,000-399,₱8.00,Personal Care,24,₱192.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/REX215.png,
Deo-Lotion ,Rexona Deo-Lotion Powder Dry 3ml,000-400,₱8.00,Personal Care,24,₱192.00,https://imartgrocersph.com/wp-content/uploads/2020/08/Rexona-Powder-Dry-Deo-Lotion-3mL.png,
Deo-Lotion ,Rexona Deo-Lotion Quantum 3ml,000-401,₱8.00,Personal Care,24,₱192.00,https://imartgrocersph.com/wp-content/uploads/2020/08/Rexona-Quantum-Dry-Deo-Lotion-3mL.jpeg,
Deo-Lotion ,Rexona Deo-Lotion Shower Clean 3ml,000-402,₱8.00,Personal Care,24,₱192.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/REX218.png,
Deo-Lotion ,Rexona Deo Roll-On Passion 25ml,000-403,₱42.00,Personal Care,4,₱168.00,https://ph-test-11.slatic.net/p/28c5a5328716438fd978ffd82f728707.png,
Deo-Lotion ,Rexona Deo Roll-On Powder Dry 25ml,000-404,₱42.00,Personal Care,4,₱168.00,https://cf.shopee.ph/file/968cfef01df22c23ab3a5d52bdf27e88,
Deo-Lotion ,Rexona Deo Roll-On Quantum 25ml,000-405,₱42.00,Personal Care,4,₱168.00,https://groceray.com/wp-content/uploads/2020/11/d9.png,
Facial Care,Pond's Cream White Beauty Normal Skin 7g,000-406,₱12.00,Personal Care,12,₱144.00,https://api.watsons.com.ph/medias/prd-side-10084371.jpg?context=bWFzdGVyfGltYWdlc3wyNzQwNTd8aW1hZ2UvanBlZ3xoOTkvaGVlLzg5NjczNDQ2ODUwODYvV1RDUEgtMTAwODQzNzEtc2lkZS5qcGd8YjIxM2RhODQ4MzcwYmQ0NDRmYjhhZDBkMTAyZGFkZmNjOTZhYzcwNjhhNmE2YjdmZWNlYjk4MDQyYzQ4MWIxZg,
Facial Care,Pond's Facial Scrub Clear Solutions Antibac 10g,000-407,₱12.00,Personal Care,12,₱144.00,https://api.watsons.com.ph/medias/Clear-Solutions-Anti-Bacterial-Clarity-Facial-Scrub-with-Herbal-Clay-10069042.jpg?context=bWFzdGVyfHd0Y3BoL2ltYWdlc3wxMTg5OHxpbWFnZS9qcGVnfGhhNS9oOTYvOTA4MTcwNjE1MTk2Ni9DbGVhciBTb2x1dGlvbnMgQW50aSBCYWN0ZXJpYWwgICBDbGFyaXR5ICBGYWNpYWwgU2NydWIgd2l0aCBIZXJiYWwgQ2xheS0xMDA2OTA0Mi5qcGd8MTdmNDZiMDc5YTI1YTgwMDAwNGZhOTM0ZDZjZWEzNDY2NzAyOWM4Yjc2ODQ3ZDljZTJjODAyOTFjZTZlMjRmZg,
Feminine Care,Sisters Pantyliner 8's,000-408,₱14.00,Personal Care,8,₱112.00,https://ph-test-11.slatic.net/p/8d2cf4a890486a7a74558cf7d169b4a8.png,
Feminine Care,Sisters Pantyliner Budget 20s,000-409,₱3.00,Personal Care,50,₱150.00,https://www.srssulit.com/wp-content/uploads/products/2004861244-1.png,
Feminine Care,Charmee Sanitary Napkin All Flow,000-410,₱20.00,Personal Care,6,₱120.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/4800488011415.png,
Feminine Care,Charmee Sanitary Napkin Dry Net Heavy Flow 8's,000-411,₱23.00,Personal Care,6,₱138.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Charmee-Dry-Net-with-Wings-8s.jpeg,
Feminine Care,Those Days Sanitary Napkin Regular Non-Wing 8's,000-412,₱16.00,Personal Care,6,₱96.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Those-Days-Non-Wing-8_s.png,
Feminine Care,Modess Cottony Soft Regular Maxi Non-Wing,000-413,₱5.00,Personal Care,120,₱600.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Modess-Regular-Cottony-Soft-Cover-Non-Wing-8_s.png,
Feminine Care,Modess Cottony Soft Regular Maxi W/ Wings,000-414,₱5.00,Personal Care,120,₱600.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Modess-Regular-Cottony-Soft-Cover-with-Wings-8_s.png,
Feminine Care,Sisters Napkin Netside Night,000-415,₱26.00,Personal Care,6,₱156.00,https://ph-test-11.slatic.net/p/a709388e30e977e6065bb674dc033b28.png,
Feminine Care,Sisters Napkin Silk Day W/ Wings,000-416,₱22.00,Personal Care,6,₱132.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/SIS01.png,
Feminine Care,Whisper Super Clean & Dry Long W/ Wings,000-417,₱6.00,Personal Care,80,₱480.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Whisper-Super-Clean-and-Dry-with-Wings-16_s.png,
Feminine Care,Whisper Regular Flow Cottony Non-Wing,000-418,₱6.00,Personal Care,80,₱480.00,https://gmart.com.ph/wp-content/uploads/2020/05/WHISPER-COTTON-SOFT-PROTECT-REGULAR-FLOW-NON-WING-20-PADS.jpg,
Feminine Care,Whisper Regular Flow (Dry) Non-Wing,000-419,₱6.00,Personal Care,80,₱480.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Whisper-Super-Clean-and-Dry-with-Wings-16_s.png,
Feminine Care,Whisper Regular Flow Dry W/ Wings,000-420,₱6.00,Personal Care,80,₱480.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/WHI178.png,
Shampoo ,Clear Shampoo Complete Soft Care White Pink 12ml,000-421,₱6.00,Personal Care,24,₱144.00,https://boholgrocery.com/wp-content/uploads/2020/09/Clear-Shampoo-Complete-Soft-Care-12ml.jpg,
Shampoo ,Clear Shampoo Cool Sport Blue 12ml,000-422,₱6.00,Personal Care,24,₱144.00,https://mart2go.ph/wp-content/uploads/2021/09/MN212.png,
Shampoo ,Dove Shampoo Intense Repair (Blue) 12ml,000-423,₱6.00,Personal Care,24,₱144.00,https://www.srssulit.com/wp-content/uploads/products/2004890601-1.png,
Shampoo ,Dove Shampoo Straight & Silky (Pink) 12ml,000-424,₱6.00,Personal Care,24,₱144.00,https://www.dove.com/content/dam/unilever/dove/philippines/pack_shot/4800888212917.01_1_-47393340-png.png.ulenscale.985x985.png,
Shampoo ,Head & Shoulders Shampoo Cool Menthol (Green) 12ml,000-425,₱6.00,Personal Care,24,₱144.00,https://boholgrocery.com/wp-content/uploads/2020/09/Head-Shoulder-Shampoo-Cool-Menthol-12ml.png,
Shampoo ,Head & Shoulders Shampoo Smooth & Silky (Pink) 12ml,000-426,₱6.00,Personal Care,24,₱144.00,https://d2t3trus7wwxyy.cloudfront.net/catalog/product/cache/9903e74bdb2761d0dfeafc776997aeb4/h/e/head--shoulders-shampoo-smooth--silky-12ml_2.jpg,
Shampoo ,Keratin Plus Shampoo Daily Nourishing Soft And Smooth Pink 22ml,000-427,₱6.00,Personal Care,24,₱144.00,https://sarisari.com.hk/wp-content/uploads/2020/11/7a2e945e995a16dcfea9a1d5502fc360.jpg,
Shampoo ,Keratin Plus Shampoo Hair Fall Control Strong And Healthy Red 22ml,000-428,₱6.00,Personal Care,24,₱144.00,https://ph-test-11.slatic.net/p/7796621d2b0317ce252da93d8b10cfef.jpg,
Shampoo ,Palmolive Shampoo Anti-Dandruff Blue 15ml,000-429,₱6.00,Personal Care,24,₱144.00,https://getgrocery.ph/wp-content/uploads/2020/06/palmolive-anti-dandruff-15ml.jpg,
Shampoo ,Palmolive Shampoo Aroma Vitality Maroon 15ml,000-430,₱6.00,Personal Care,24,₱144.00,https://gmart.com.ph/wp-content/uploads/2020/05/PALMOLIVE-NATURAL-AROMA-VITALITY-15ML.jpg,
Shampoo ,Palmolive Shampoo Nourished And Long Red 15ml,000-431,₱6.00,Personal Care,24,₱144.00,https://www.srssulit.com/wp-content/uploads/products/2004881921-1.png,
Shampoo ,Palmolive Shampoo Ultra Smooth (Green) 15ml,000-432,₱6.00,Personal Care,24,₱144.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Palmolive-Ultra-Smooth-Shampoo-15mL.png,
Shampoo ,Palmolive Shampoo Intensive Moisture (Pink) 15ml,000-433,₱6.00,Personal Care,24,₱144.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Palmolive-Intensive-Moisture-Shampoo-15mL.png,
Shampoo ,Palmolive Shampoo Silky Straight (Violet) 15ml,000-434,₱6.00,Personal Care,24,₱144.00,https://store.iloilosupermart.com/wp-content/uploads/2020/05/897.png,
Shampoo ,Palmolive Shampoo Vibrant Color (Red) 15ml,000-435,₱6.00,Personal Care,24,₱144.00,https://cdn.shopify.com/s/files/1/0294/1298/2858/products/Untitleddesign-2020-07-10T124438.263_grande.png?v=1594470771,
Shampoo ,Pantene Shampoo Hair Fall Control (Pink) 12ml,000-436,₱6.00,Personal Care,24,₱144.00,https://shop.themetrostores.ph/marketmarket-supermarket/wp-content/uploads/2021/08/SM102187780-2-1.jpg,
Shampoo ,Rejoice Shampoo Rich Quatro 16ml,000-437,₱5.00,Personal Care,24,₱120.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/REJ06.png,
Shampoo ,Sunsilk Shampoo Damage Reconstruction (Orange) 13ml,000-438,₱6.00,Personal Care,24,₱144.00,https://ph-test-11.slatic.net/p/0d1d27633842689834cbba0fd2a22e4f.png,
Shampoo ,Sunsilk Shampoo Smooth & Manageable (Pink) 15ml,000-439,₱6.00,Personal Care,24,₱144.00,https://onlinepandacaqui.store/wp-content/uploads/2020/08/Sunsilk-Shampoo-Smooth-Manageable-Pink-Sachet-1pack-x-6pcs-2.png,
Shampoo ,Sunsilk Shampoo Strong & Long (Green) 15ml,000-440,₱6.00,Personal Care,24,₱144.00,https://www.srssulit.com/wp-content/uploads/products/5356-1.png,
Conditioner,Creamsilk Conditioner Damage Control (Dark Blue) 11ml,000-441,₱6.00,Personal Care,24,₱144.00,https://ph-test-11.slatic.net/p/5027efc0d3ae3ba05352f06a836f284e.png,
Conditioner,Creamsilk Conditioner Dry Rescue (Orange) 11ml,000-442,₱6.00,Personal Care,24,₱144.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/creamsilk-hair-care-creamsilk-conditioner-dry-rescue-11ml-15028550893700_1024x.png?v=1605666598,
Conditioner,Creamsilk Conditioner Dry Rescue (Orange) 11ml,000-443,₱6.00,Personal Care,24,₱144.00,https://images.freshop.com/1564405684702542453/4317b640bf4c4cbd03cdc075129fc204_large.png,
Conditioner,Creamsilk Conditioner Standout Straight (Pink) 12ml,000-444,₱6.00,Personal Care,24,₱144.00,https://mart2go.ph/wp-content/uploads/2021/09/MN279.png,
Conditioner,Creamsilk Conditioner Triple Keratin Rescue Ultimate Repair & Shine (Gold) 10ml,000-445,₱6.00,Personal Care,24,₱144.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/4800888206084.jpg,
Conditioner,Creamsilk Conditioner Triple Keratin Rescue Ultimate Straight (Pink) 10ml,000-446,₱6.00,Personal Care,24,₱144.00,https://www.creamsilk.com.ph/sk-eu/content/dam/brands/cream_silk/philippines/1514901-cream-silk-ultimate-straight-ultra-conditioner-10ml.png.rendition.767.767.png,
Conditioner,Dove Conditioner Intense Repair (Blue) 10ml,000-447,₱6.00,Personal Care,24,₱144.00,https://www.dove.com/content/dam/unilever/dove/philippines/pack_shot/front/hair_care/wash_and_care/dove_hc_intense_repair10ml/TAB-516342.png,
Conditioner,Dove Conditioner Nourishing Oil Care (Gold) 10ml,000-448,₱6.00,Personal Care,24,₱144.00,https://store.iloilosupermart.com/wp-content/uploads/2020/05/916.png,
Conditioner,Keratin Plus Treatment Luxurious Red 20g,000-449,₱6.00,Personal Care,24,₱144.00,https://merrymart-assets.s3.ap-southeast-1.amazonaws.com/upload/assets/1hyjIg3uHU8gEThwQZgJUPhlkK6Yj8aebtSDZbD2SzX8OBQAzL.png,
Conditioner,Keratin Plus Treatment With Argan Oil And Jojoba Oil 20g,000-450,₱6.00,Personal Care,24,₱144.00,https://gmart.com.ph/wp-content/uploads/2020/08/KERATIN-PLUS-BRAZILIAN-HAIR-TREATMENT-20G-BLACK.jpg,
Conditioner,Keratin Plus Treatment With Sunflower And Rosemary Oil Gold 20g,000-451,₱6.00,Personal Care,24,₱144.00,https://cf.shopee.ph/file/ec310c5aec0c3888277ea5bb987d256c,
Conditioner,Pantene Conditioner 3-Minute Miracle Keratin Straight 9ml,000-452,₱6.00,Personal Care,24,₱144.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/4902430901871_1024x.png?v=1619436341,
Conditioner,Uni Keratin Treatment Hair Reborn (Black) 20g,000-453,₱6.00,Personal Care,24,₱144.00,https://cf.shopee.ph/file/d11439ff0d2fe514eaeb1e4882734b15,
Conditioner,Uni Keratin Treatment W/ Argan Oil (Red) 20g,000-454,₱6.00,Personal Care,24,₱144.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Uni-Keratin-with-Argan-Oil-Treatment-20g.png,
Hair Style,Gatsby Wax Mat & Hard (Black) 3g,000-455,₱6.00,Personal Care,36,₱216.00,https://shop.themetrostores.ph/mandaue-supermarket/wp-content/uploads/2021/03/SM9999608-2.png,
Hair Style,Young's Styling Gel 17g,000-456,₱3.00,Personal Care,48,₱144.00,https://www.srssulit.com/wp-content/uploads/products/14992-1.png,
Toothbrush,Oral-B 3-In-1 Action Hangpack,000-457,₱17.00,Personal Care,10,₱170.00,https://cf.shopee.ph/file/36ebc0882caabb16fd02f99c599b0789,
Toothpaste,Close-Up Toothpaste Green Menthol 20g,000-458,₱7.00,Personal Care,36,₱252.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/CLO353.png,
Toothpaste,Close-Up Toothpaste Red Hot 20g,000-459,₱7.00,Personal Care,36,₱252.00,https://imartgrocersph.com/wp-content/uploads/2020/08/Close-Up-Red-Hot-Twin-Pack-Toothpaste-20g.jpg,
Toothpaste,Colgate Toothpaste Cooling Crystals Cool Menthol 22g,000-460,₱7.00,Personal Care,36,₱252.00,https://store.iloilosupermart.com/wp-content/uploads/2020/05/604-1.png,
Toothpaste,Colgate Toothpaste Great Regular Flavor 24g,000-461,₱7.00,Personal Care,36,₱252.00,https://www.rosepharmacy.com/ph1/wp-content/uploads/2020/01/36802.jpg,
Razor,Gillette Rubie Ii Razor Longhandle Yellow,000-462,₱22.00,Personal Care,12,₱264.00,https://i.imgur.com/4uODYAz.png,
Razor,Gillette Razor Blue 2,000-463,₱26.00,Personal Care,12,₱312.00,https://www.pikpng.com/pngl/m/402-4026859_gillette-2-twin-5-blade-disposable-razors-gillette.png,
Bar Soaps,Bioderm Soap Bloom 60g,000-464,₱16.00,Personal Care,12,₱192.00,https://www.crempcoop.com/wp-content/uploads/2019/07/Bioderm-Soap-Bloom-Pink-60g.jpg,
Bar Soaps,Bioderm Soap Coolness 60g,000-465,₱16.00,Personal Care,12,₱192.00,https://store.iloilosupermart.com/wp-content/uploads/2020/05/253.png,
Bar Soaps,Bioderm Soap Freshen 60g,000-466,₱16.00,Personal Care,12,₱192.00,https://www.srssulit.com/wp-content/uploads/products/588-1.png,
Bar Soaps,Bioderm Soap Pristine 60g,000-467,₱16.00,Personal Care,12,₱192.00,https://cdn.shopify.com/s/files/1/0421/2454/2105/products/4800011795331_961016b3-ae59-49e5-a34f-1b17488dba63.jpg?v=1628419545,
Bar Soaps,Dr. Wong's Sulfur Soap Regular 80g,000-468,₱35.00,Personal Care,8,₱280.00,https://cdn.shopify.com/s/files/1/0257/1884/9583/products/52386.jpg?v=1620380261,
Bar Soaps,Safeguard Soap Arctic Fresh 60g,000-469,₱18.00,Personal Care,12,₱216.00,https://boholgrocery.com/wp-content/uploads/2020/09/Safeguard-Bar-Soap-Arctic-Fresh-60g.jpg,
Bar Soaps,Safeguard Soap Classic Beige 85g,000-470,₱35.00,Personal Care,5,₱175.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/4902430495042.png,
Bar Soaps,Safeguard Soap Classic Beige 130g,000-471,₱44.00,Personal Care,3,₱132.00,https://cdn.shopify.com/s/files/1/0522/1941/2642/products/P-PERS032SafeGuardClassicBeige_600x.png?v=1625643220,
Bar Soaps,Safeguard Soap Floral Pink 60g,000-472,₱18.00,Personal Care,12,₱216.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Safeguard-Floral-Pink-60g.png,
Bar Soaps,Safeguard Soap Floral Pink 85g,000-473,₱35.00,Personal Care,3,₱105.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/SAF48.png,
Bar Soaps,Safeguard Soap Floral Pink 130g,000-474,₱42.00,Personal Care,2,₱84.00,https://mygroceryph.com/pub/media/catalog/product/cache/942fb7ebd8f124d7d8ad39312cbc983a/s/a/safeguard-floral-pink-with-aloe-barsoap-products-480x480.jpg,
Bar Soaps,Safeguard Soap Fresh Green 60g,000-475,₱18.00,Personal Care,12,₱216.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Safeguard-Fresh-Green-60g.png,
Bar Soaps,Safeguard Soap Fresh Green 85g,000-476,₱35.00,Personal Care,5,₱175.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/SAF46.png,
Bar Soaps,Safeguard Soap Ivory White Care 60g,000-477,₱18.00,Personal Care,12,₱216.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Safeguard-Ivory-White-60g.png,
Bar Soaps,Safeguard Soap Ivory White Care 85g,000-478,₱35.00,Personal Care,5,₱175.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/SAF24.png,
Bar Soaps,Safeguard Soap Ivory White Care 130g,000-479,₱42.00,Personal Care,3,₱126.00,https://pinoyhyper.com/wp-content/uploads/2021/06/16206310541.png,
Bar Soaps,Safeguard Soap Lemon 60g,000-480,₱18.00,Personal Care,12,₱216.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Safeguard-Lemon-Fresh-60g.png,
Bar Soaps,Safeguard Soap Lemon 85g,000-481,₱35.00,Personal Care,4,₱140.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/SAF41.png,
Bar Soaps,Safeguard Soap Lemon 130g,000-482,₱42.00,Personal Care,2,₱84.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/4902430803731.png,
Bar Soaps,Safeguard Soap Pure White 60g,000-483,₱18.00,Personal Care,24,₱432.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Safeguard-Pure-White-60g.png,
Bar Soaps,Safeguard Soap Pure White 85g,000-484,₱35.00,Personal Care,6,₱210.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/4902430495073.png,
Bar Soaps,Safeguard Soap Pure White 130g,000-485,₱42.00,Personal Care,3,₱126.00,https://shop.themetrostores.ph/marketmarket-supermarket/wp-content/uploads/2021/07/SM2091839-1-10.jpg,
Bar Soaps,Silka Soap Papaya (Orange) 45g,000-486,₱18.00,Personal Care,24,₱432.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Silka-Orange-Papaya-45g.png,
Cup Noodles,Lucky Me! Gocup Mini Jjampong 40g,000-487,₱22.00,Instant Noodles,4,₱88.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Lucky-Me-Go-Cup-Jjamppong-40g.png,"WHEAT Flour, Palm Oil, Food Starch-modified (Tapioca and/or Potato), Salt, Stabilizer (Guar Gum, Sodium Polyphosphate, Sodium Carbonate, Potassium Carbonate), color Tartrazine E102: May have a negative effect on children's behavior and concentration, Green Tea Extract.

Seasoning and Garish: Artificial Seafood Flavor, Salt Flavor Enhancers (Monosodium Glutamate E621, Disodium 5 Inosinate, Disodium 5 Guanylate), Vegetable Fat Powder (Palm), Cane Sugar, Spices (Garlic, Black Pepper, Capsicum), Dehydrated Vegetables (Chives, Seaweed, Cabbage, Carrots), Freeze Dried Cuttlefish, Color (Paprika) and Anticaking Agent (Silicon Dioxide)."
Cup Noodles,Lucky Me! Gocup Mini Seafood 40g,000-488,₱18.00,Instant Noodles,6,₱108.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/4807770272943.png,
Cup Noodles,Lucky Me! Gocup Mini Spicy Bulalo 40g,000-489,₱18.00,Instant Noodles,6,₱108.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Lucky-Me-Go-Cup-Bulalo-40g.png,"Wheat Flour, Vegetable Oil, Modified Starch, Iodized Salt, Stabilizers, Artificial colour With Tartrazine, Green Tea Extract."
Cup Noodles,Nissin Mini Cup Noodles Batchoy 40g,000-490,₱18.00,Instant Noodles,6,₱108.00,https://www.srssulit.com/wp-content/uploads/products/6157-1.png,"Wheat Flour, Vegetable Oil (Palm Oil with Green Tea Extract), Food Starch - Modified (Tapioca and/or Salt, Stabilizer (Guar Gum), Sodium Tripolyphosphate, Potassium Carbonate, Sodium."
