Product Description,Product Name,ID,Unit Price,Category,Stock Quantity,Inventory Value,Photo's Link,Ingredients
Powdered Juice,Tang Powdered Juice Calamansi 25g,000-163,₱19.00,Beverages,24,₱456.00,https://cf.shopee.ph/file/5b2bde404fcff23c035fed6e58612659,"Refined sugar cane, surhetsregulator (citric E330), anticaking agents (calcium phosphate), sweeteners (aspartame **, acesulfame potassium), stabilizer (natriumkarboxmetylcellulosa), flavor enhancer (sodium chloride), vitamins and minerals (ascorbic acid hydrochloride, pyridine hydrochloride, nitric Flocic acid), natural and nature identical Calamansi flavor, sodium chloride, artificial colors E110 * + E102 *, lime extract powder."
Powdered Juice,Tang Powdered Juice Dalandan 25g,000-164,₱19.00,Beverages,24,₱456.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/tang-juice-tang-powdered-juice-dalandan-25g-14900366246020_1024x.png?v=1606741435,"Sugar, Fructose, Citric Acid, Contains Less Than 2% Of Maltodextrin, Calcium Phosphate, Sodium Acid Pyrophosphate, Ascorbic Acid (vitamin C), Natural Flavor, Artificial Color, Guar Gum, Yellow 5, Yellow 6, Xanthan Gum."
Powdered Juice,Tang Powdered Juice Four Seasons 25g,000-165,₱19.00,Beverages,24,₱456.00,https://www.wowtiongsan.com/shop/1914-large_default/1950.jpg," Refined Sugar Cane, Acidity Regulator( Citric Acid), Stabilizer, (Sodium Carboxymethylcellulose), Sweeteners(Aspartame, Acesulfame Potassium), Anti-Caking Agent(Calcium Phosphate), Natural, Nature- Identical and Artificial Four Seasons Flavor, Vitamins and Mineral ( Ascorbic Acid, Iron, Salt, Niacinamide, Retinyl Acetate, Riboflavin, Pyridoxine Hydrochloride, Folic Acid). Artificial Colors ( Allura Red, Tartrazine), Powdered Mixed Fruit Extracts"
Powdered Juice,Tang Powdered Juice Grapes 25g,000-166,₱19.00,Beverages,24,₱456.00,https://delicias-uk.com/9135-large_default/tang-em-po-uva-sachets-25g.jpg,"SUGAR, MALIC ACID, ARTIFICIAL AND NATURAL FLAVOUR, TRICALCIUM PHOSPHATE, SODIUM CITRATE, ASCORBIC ACID, COLOUR"
Powdered Juice,Tang Powdered Juice Guyabano 25g,000-167,₱19.00,Beverages,24,₱456.00,https://860036.smushcdn.com/1877928/wp-content/uploads/2020/11/20201125_125512_0000.png?lossy=1&strip=1&webp=1,"Refined Cane Sugar, Acidity Regulator (Citric Acid), Stabilizer (Cellulose Gum), Anti-caking Agent (Calcium Phosphate), Sweeteners (Aspartame**, Acesulfame Potassium), Vitamins and Mineral (Ascorbic Acid, Iron Salt, Niacinamide, Retinyl Acetate, Riboflavin, Pyridoxine Hydrochloride, Flocid Acid), Natural and Nature Identical Guyabano Flavor, Sodium Chloride, Cloudifier (Titanium Dioxide), Powered Guyabano Extract, Artificial Colors (Sunset Yellow, Allura Red, Tartrazine, Brilliant Blue)."
Powdered Juice,Tang Powdered Juice Honey Lemon 25g,000-168,₱19.00,Beverages,24,₱456.00,https://boholgrocery.com/wp-content/uploads/2020/09/Tang-Honey-Lemon.jpg,"Refined Cane Sugar, Acidity Regulator (Citric Acid), Artificial Sweeteners (Aspartame, Acesulfame Potassium), Anti-caking Agent (Calcium Phosphate), Natural and Nature Identical Lemon Flavor, Stabilizer (Sodium Carboxymethylcellulose), Flavor Enhancer (Sodium Chloride), Vitamin C, Titanium Dioxide as color, Powdered Lemon Extract, Artificial Color (Tartrazine) and Natural and Nature-Identical Honey FlavorVitamins and Mineral (Ascorbic Acid, Iron Salt, Niacinamide, Retinyl Acetate, Riboflavin, Pyridoxine Hydrochloride, Flocid Acid), Sodium Chloride, Cloudifier (Titanium Dioxide), Powered Guyabano Extract, Artificial Colors (Sunset Yellow, Allura Red, Tartrazine, Brilliant Blue)."
Powdered Juice,Tang Powdered Juice Lychee 25g,000-169,₱19.00,Beverages,24,₱456.00,https://kumaresmart.com/wp-content/uploads/2021/06/kmbvrg83.png,"Refined Cane Sugar, Acidity Regulator (Citric Acid), Anti-caking Agent (Calcium Phosphate), Artificial Sweeteners (Aspartame, Acesulfame Potassium), Stabilizer (Sodium Carboxymethylcellulose), Vitamins (Ascorbic Acid, Niacinamide, Retinyl Acetate, Pyridoxine Hydrochloride), Natural and Nature-Identical Lychee Flavor, Flavor Enhancer (Sodium Chloride), Cloudifier (Titanium Dioxide), Artificial Colors (Allura Red)"
Powdered Juice,Tang Powdered Juice Mango 25g,000-170,₱19.00,Beverages,24,₱456.00,https://860036.smushcdn.com/1877928/wp-content/uploads/2020/11/20201125_125617_0000.png?lossy=1&strip=1&webp=1,
Powdered Juice,Tang Powdered Juice Melon 25g,000-171,₱19.00,Beverages,24,₱456.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Tang-Melon-Litro-Pack-25g.png,
Powdered Juice,Tang Powdered Juice Mixed Berries 25g,000-172,₱19.00,Beverages,24,₱456.00,https://cf.shopee.ph/file/c6b5c7b833e4d40cc4381b1a2011d072,
Powdered Juice,Tang Powdered Juice Orange 25g,000-173,₱19.00,Beverages,36,₱684.00,https://www.homeshop.ph/image/cache/catalog/Products/Beverages/Juice/Tang-Orange-Powdered-Juice--500x500-product_popup.jpg,
Powdered Juice,Tang Powdered Juice Pomelo 25g,000-174,₱19.00,Beverages,24,₱456.00,https://www.homeshop.ph/image/cache/catalog/Products/Beverages/Juice/Tang-Pomelo-Powdered-Juice-25g-500x500-product_popup.jpg,
Powdered Juice,Tang Powdered Juice Pineapple 25g,000-175,₱19.00,Beverages,48,₱912.00,https://mygroceryph.com/pub/media/catalog/product/cache/942fb7ebd8f124d7d8ad39312cbc983a/i/m/img_0221.png,
Carbonated,Coke Regular Mismo 295ml,000-176,₱14.00,Beverages,36,₱504.00,https://salangikopu.com/wp-content/uploads/2020/09/Coca-Cola-Coke-Mismo-295ml-Main.png,
Carbonated,Royal Regular Mismo 295ml,000-177,₱14.00,Beverages,24,₱336.00,https://cdn.shopify.com/s/files/1/0275/0935/8707/products/Screenshot_80_501x501.png?v=1596267897,
Carbonated,Sprite Regular Mismo 295ml,000-178,₱14.00,Beverages,12,₱168.00,https://ph-test-11.slatic.net/p/3b154ad8a24e1d81e95a6b05ea4a8441.jpg,
Carbonated,Royal Glass Bottle 237ml,000-179,₱10.00,Beverages,24,₱240.00,https://lh3.googleusercontent.com/proxy/3_Ysyrijm-Zq-qhlUWVgV-Lhj0Lw0gSjiXM5FAwuPGKRSPW-TfaFKFHIq82qDil_0HRAFWaqrIYB4kyvHlSlOrrOO7teOUt_mbNyfMd3VH4PL3_hrEd3KXudRzoKqxh3eGhCVqjfvGRjRWnBjkFvaJi8EJbBEHsh_J1gdasWSgl0ra6l9w,
Carbonated,Sprite Glass Bottle 237ml,000-180,₱10.00,Beverages,24,₱240.00,https://assets.stickpng.com/thumbs/580b57fcd9996e24bc43c1f1.png,
Carbonated,Coke Glass Bottle 237ml,000-181,₱10.00,Beverages,48,₱480.00,https://d3hjf51r9j54j7.cloudfront.net/wp-content/uploads/sites/7/2015/07/Verailla-Coke-2.png,
Carbonated,Fruit Soda Juicy Lemon Glass Bottle 240ml,000-182,₱10.00,Beverages,48,₱480.00,https://pamilyastore.ph/wp-content/uploads/fruit-soda-lemon-small.png,
Carbonated,RC Cola Glass Bottle 240ml,000-183,₱10.00,Beverages,24,₱240.00,https://pamilyastore.ph/wp-content/uploads/rc-cola-small.png,
Carbonated,Mt.Dew Glass Bottle 300ml,000-184,₱13.00,Beverages,12,₱156.00,https://www.crempcoop.com/wp-content/uploads/2019/07/300mL.jpg,
Carbonated,Coke Kasalo Size 750ml,000-185,₱24.00,Beverages,24,₱576.00,https://bukidnon.shop/wp-content/uploads/2020/05/Coke-Bottle-Kasalo-750ml-12s-case-100.00-Deposit.jpg,
Carbonated,Royal Kasalo Size 750ml,000-186,₱24.00,Beverages,12,₱288.00,https://r-t-family-unlimited-llc.weebly.com/uploads/1/2/5/0/125080142/s221877097590567701_p1690_i1_w758.jpeg,
Carbonated,Sprite Kasalo Size 750ml,000-187,₱24.00,Beverages,12,₱288.00,https://www.bigbasket.com/media/uploads/p/xxl/251006-2_9-sprite-soft-drink-lime-flavoured.jpg,
Carbonated,Juicy Lemon 800ml,000-188,₱24.00,Beverages,12,₱288.00,https://cdn.shopify.com/s/files/1/0260/6877/9066/products/537979_8351a08f-1549-42ae-b10e-1e74bb337323.jpg?v=1628135597,
Carbonated,Rc Mega 800ml,000-189,₱24.00,Beverages,12,₱288.00,http://2.bp.blogspot.com/-j7LHUfjBclo/UgoykC5WI-I/AAAAAAAALyY/i6vP7AeEn5g/s640/rc02.jpg,
Dairy based rtd,Bear Brand Sterilized Milk 200ml,000-190,₱26.00,Beverages,10,₱260.00,https://www.philvending.com.ph/wp-content/uploads/2017/04/ITBEAR002A-1.jpg,
Dairy based rtd,Dutch Mill Yoghurt Drink Blueberry 90ml,000-191,₱11.00,Beverages,8,₱88.00,http://cdn.shopify.com/s/files/1/0358/1335/9748/products/dutch-mill-milk-dutch-mill-yoghurt-drink-kids-blueberry-90ml-16889226723460_1024x.jpg?v=1605642272,
Dairy based rtd,Dutch Mill Yoghurt Drink Blueberry 180ml,000-192,₱22.00,Beverages,8,₱176.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Dutch-Mill-Yoghurt-Drink-Blueberry-180mL.jpeg,
Dairy based rtd,Dutch Mill Yoghurt Drink Strawberry 180ml,000-193,₱22.00,Beverages,8,₱176.00,http://cdn.shopify.com/s/files/1/0358/1335/9748/products/dutch-mill-milk-dutch-mill-uht-yogurt-drink-strawberry-180ml-16889243893892_1024x.jpg?v=1606069940,
Dairy based rtd,Dutch Mill Yoghurt Drink Strawberry 90ml,000-194,₱11.00,Beverages,8,₱88.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Dutch-Mill-Yoghurt-Drink-Strawberry-90mL.png,
Dairy based rtd,Dutch Mill Yoghurt Drink Super Fruit 90ml,000-195,₱11.00,Beverages,8,₱88.00,https://shop.themetrostores.ph/basak-supermarket/wp-content/uploads/2021/03/SM101535463-8.png,
Dairy based rtd,Dutch Mill Yoghurt Drink Super Fruit 180ml,000-196,₱22.00,Beverages,8,₱176.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Dutch-Mill-Yoghurt-Drink-Superfruits-180mL.jpeg,
Dairy based rtd,Nestle Milk Chuckie 110ml,000-197,₱14.00,Beverages,6,₱84.00,https://cf.shopee.ph/file/9aaa125843a79d57eb2b887755e51a37,
Dairy based rtd,Nestle Milk Chuckie 180ml,000-198,₱25.00,Beverages,6,₱150.00,https://shop.themetrostores.ph/ayala-supermarket/wp-content/uploads/2021/03/SM10768217-6.png,
Dairy based rtd,Zest-O Choc-O Drink 200ml,000-199,₱17.00,Beverages,30,₱510.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/zest-o-milk-zest-o-choc-o-200ml-14900349108356_500x.png?v=1605086870,
Juice rtd,Yakult 80ml,000-200,₱10.00,Beverages,80,₱800.00,https://www.yakultusa.com/wp-content/themes/yakult-usa/images/yakult-bottle-regular.png,
Juice rtd,Delight 100ml,000-201,₱9.00,Beverages,50,₱450.00,http://www.dutchmillinternational.com/asset/site/images/products/pasteurized/03cultured_Milk/100ml/delight_100ml2.png,
Juice rtd,Big 250 Juice Apple 250ml,000-202,₱10.00,Beverages,10,₱100.00,https://www.clipartmax.com/png/middle/139-1390208_zesto-big-250-apple-drink-250ml-big-250-juice-apple-250ml.png,
Juice rtd,Big 250 Juice Orange 250ml,000-203,₱10.00,Beverages,30,₱300.00,https://www.crempcoop.com/wp-content/uploads/2019/07/Big-250-Juice-Orange-250ml.png,
Juice rtd,Del Monte Juice Pineapple W/ Ace 240ml,000-204,₱25.00,Beverages,24,₱600.00,https://api.lifegetsbetter.ph/uploads/products/del-monte-100-pineapple-juice-with-vitamins-ace-can-504x308.png,
Juice rtd,Del Monte Juice Pineapple W/ Ace 530ml,000-205,₱0.00,Beverages,12,₱0.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/DEL219.png,
Juice rtd,Del Monte Juice Pineapple W/ Ace 1.36L,000-206,₱99.00,Beverages,10,₱990.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Del-Monte-Pineapple-Juice-with-Vitamins-A-C-E-in-Can-1.36L.png,
Juice rtd,Del Monte Juice Pineapple W/ Fiber 240ml,000-207,₱29.00,Beverages,24,₱696.00,https://boholgrocery.com/wp-content/uploads/2020/09/Del-Monte-100-Pineapple-Fiber-Enrich-240ml.png,
Juice rtd,Del Monte Juice Pineapple Heart Smart 240ml,000-208,₱29.00,Beverages,24,₱696.00,https://api.lifegetsbetter.ph/uploads/products/del-monte-100-pineapple-juice-heart-smart-can-504x308.png,
Juice rtd,Zest-O Jr. Juice Orange 150ml,000-209,₱7.00,Beverages,40,₱280.00,https://www.prizesmart.com/wp-content/uploads/2021/08/ZES15ZESTO-JR-JUICE-ORANGE-10-150ML.jpg,
Juice rtd,Zest-O Juice Orange 200ml,000-210,₱8.00,Beverages,40,₱320.00,http://mmart.com.ph/wp-content/uploads/2020/05/orange.png,
Juice rtd,C2 Apple Solo 233ml,000-211,₱13.00,Beverages,24,₱312.00,https://imartgrocersph.com/wp-content/uploads/2020/09/C2-Solo-Apple-230mL-500x500.png,
Juice rtd,C2 Apple 355ml,000-212,₱18.00,Beverages,12,₱216.00,https://imartgrocersph.com/wp-content/uploads/2020/09/C2-Apple-355mL-500x500.png,
Juice rtd,C2 Apple 500ml,000-213,₱22.00,Beverages,10,₱220.00,https://eatwell.ph/wp-content/uploads/2021/02/C2-Apple-PNG.png,
Juice rtd,C2 Apple 1L,000-214,₱44.00,Beverages,9,₱396.00,https://imartgrocersph.com/wp-content/uploads/2020/09/C2-Apple-1L-500x500.png,
Water,Bottled Mineral Water 500ml,000-215,₱10.00,Beverages,110,"₱1,100.00",https://4.imimg.com/data4/DI/VN/MY-2801063/water-bottle-500x500.jpg,Water
Water,Bottled Mineral Water 1L,000-216,₱15.00,Beverages,175,"₱2,625.00",https://5.imimg.com/data5/CN/XJ/MY-38222075/1-litre-packaged-drinking-water-500x500-500x500.jpg,Water
Energy Drink,Cobra Energy Drink Green 240ml,000-217,₱14.00,Beverages,24,₱336.00,https://cdn.shopify.com/s/files/1/0402/6456/4888/products/Untitleddesign-2020-06-08T222035.006_640x.jpg?v=1591626049,"134 mg caffeine, 1.36 mg Vitamin B1, 7 mg Vitamin B3, 1.35 mg Vitamin B6, 0.70 mg Vitamin B12, 153 mg taurine, and 17.5 mg of ginseng."
Energy Drink,Cobra Energy Drink Yellow 240ml,000-218,₱14.00,Beverages,48,₱672.00,https://cdn.shopify.com/s/files/1/0402/6456/4888/products/Untitleddesign-2020-06-08T222535.098_640x.jpg?v=1591626339,"134 mg caffeine, 1.36 mg Vitamin B1, 7 mg Vitamin B3, 1.35 mg Vitamin B6, 0.70 mg Vitamin B12, 153 mg taurine, and 17.5 mg of ginseng."
Sports Drink,Gatorade Glass Bottle Blue Bolt 240ml,000-219,₱15.00,Beverages,48,₱720.00,https://pamilyastore.ph/wp-content/uploads/gatorade-blue-bolt-240ml.png,"Water, Sugar, Dextrose, Citric Acid, Salt, Sodium Citrate, Monopotassium Phosphate, Gum Arabic, Natural Flavor, Sucrose Acetate Isobutyrate, Glycerol Ester of Rosin, Yellow 6."
Sports Drink,Gatorade Pet Bottle Blue Bolt 350ml,000-220,₱30.00,Beverages,6,₱180.00,https://ph-test-11.slatic.net/p/63fef8c40c892eb3b677e4cd2a33907c.jpg,"Water, Sugar, Dextrose, Citric Acid, Salt, Sodium Citrate, Monopotassium Phosphate, Gum Arabic, Natural Flavor, Sucrose Acetate Isobutyrate, Glycerol Ester of Rosin, Yellow 6."
Sports Drink,Gatorade Pet Bottle Orange Chill 350ml,000-221,₱30.00,Beverages,4,₱120.00,https://cf.shopee.ph/file/65bcb147c94080bd3fc313c25fe331bf,"Water, Sugar, Dextrose, Citric Acid, Salt, Sodium Citrate, Monopotassium Phosphate, Gum Arabic, Natural Flavor, Sucrose Acetate Isobutyrate, Glycerol Ester of Rosin, Yellow 6."
Sports Drink,Gatorade Pet Bottle Tropical Fruit 350ml,000-222,₱30.00,Beverages,4,₱120.00,https://cf.shopee.ph/file/d618ce3759078426319ab62c6390b667,"Water, Sugar, Dextrose, Citric Acid, Salt, Sodium Citrate, Monopotassium Phosphate, Gum Arabic, Natural Flavor, Sucrose Acetate Isobutyrate, Glycerol Ester of Rosin, Yellow 6."
Sports Drink,Gatorade Pet Bottle Grape 350ml,000-223,₱30.00,Beverages,3,₱90.00,https://cf.shopee.ph/file/d3a58e8bd125147bebaaa5be865f98af,"Water, Sugar, Dextrose, Citric Acid, Salt, Sodium Citrate, Monopotassium Phosphate, Gum Arabic, Natural Flavor, Sucrose Acetate Isobutyrate, Glycerol Ester of Rosin, Yellow 6."
Sports Drink,Gatorade Pet Bottle Blue Bolt 500ml,000-224,₱43.00,Beverages,7,₱301.00,http://cdn.shopify.com/s/files/1/0358/1335/9748/products/gatorade-soft-drinks-gatorade-energy-drink-blue-bolt-500ml-14927246164100_1024x.jpg?v=1612428230,"Water, Sugar, Dextrose, Citric Acid, Salt, Sodium Citrate, Monopotassium Phosphate, Gum Arabic, Natural Flavor, Sucrose Acetate Isobutyrate, Glycerol Ester of Rosin, Yellow 6."
Sports Drink,Gatorade Pet Bottle Orange Chill 500ml,000-225,₱43.00,Beverages,5,₱215.00,https://cf.shopee.ph/file/a6f7f1a744219a8f9615f936c02cb04d,"Water, Sugar, Dextrose, Citric Acid, Salt, Sodium Citrate, Monopotassium Phosphate, Gum Arabic, Natural Flavor, Sucrose Acetate Isobutyrate, Glycerol Ester of Rosin, Yellow 6."
Sports Drink,Gatorade Pet Bottle Tropical Fruit 500ml,000-226,₱43.00,Beverages,3,₱129.00,https://api.watsons.com.ph/medias/zoom-front-10040008.jpg?context=bWFzdGVyfGltYWdlc3w3MTE3NDR8aW1hZ2UvanBlZ3xoMTUvaDU0Lzk2NDQzODU0MDI5MTAvV1RDUEgtMTAwNDAwMDgtZnJvbnQuanBnfGNlYjdjNTZmZTZjNTgzYTA1ZjM2Nzk0MzEzMTQ2MzBhYWRlMzUxZDE1MjQzZjllOTI2NjczNjQzMGU0ZjY5ZjE,"Water, sucrose, glucose, food acids (330, 331), monopotassium phosphate, sodium chloride, flavour, colour (129)."
Sports Drink,Gatorade Pet Bottle Grape 500ml,000-227,₱43.00,Beverages,4,₱172.00,https://api.watsons.com.ph/medias/prd-front-10040010.jpg?context=bWFzdGVyfGltYWdlc3w5NTM1NjN8aW1hZ2UvanBlZ3xoZDQvaDk2Lzk2NDQ0NjQxMTE2NDYvV1RDUEgtMTAwNDAwMTAtZnJvbnQuanBnfDYwZmFhN2Q3YzQyNjM4NDdkZDRiZDNlMDEyYjc5NDJlNGFiNGUwZDA5ZDczNWU2MzViZjNjY2ZjOTdiM2M0MDU,"Water, sucrose, glucose, food acids (330, 331), monopotassium phosphate, sodium chloride, flavour, colour (133)."
Sports Drink,Gatorade Pet Bottle  Blue Bolt 1.5L,000-228,₱102.00,Beverages,3,₱306.00,https://ph-live-05.slatic.net/p/a919483cadf04c71b3a9e200cbc18e1d.jpg_720x720q80.jpg_.webp,"Water, sucrose, glucose, food acids (330, 331), monopotassium phosphate, sodium chloride, flavour, colour (133)."
Sports Drink,Gatorade Pet Bottle Tropical Fruit 1.5L,000-229,₱102.00,Beverages,3,₱306.00,https://cf.shopee.ph/file/53271b5dd1c9a5511bfde10d1fe54bdd,"Water, sucrose, glucose, food acids (330, 331), monopotassium phosphate, sodium chloride, flavour, colour (129)."
Energy Powdered Drink,Milo Choco Drink 24g,000-230,₱8.00,Beverages,60,₱480.00,https://cf.shopee.ph/file/48cbf96f0dfea4068374926d6810c00e,"Milk powder, barley malt extract, sugar, cocoa, sodium phosphate, dicalcium phosphate, soy lecithin, vitamin a palmitate, thiamine hidrochloride, ferrous fumarate, artificial flavour."
Energy Powdered Drink,Milo Choco Drink Twin 48g,000-231,₱14.00,Beverages,24,₱336.00,https://console.cloudkart.ph/assets/img/products/fe5b1e8eb8c83d24175d7d0e6663ebb3/5448f1e2ab76c93a0e31d9790d3631ad.jpg,"Milk powder, barley malt extract, sugar, cocoa, sodium phosphate, dicalcium phosphate, soy lecithin, vitamin a palmitate, thiamine hidrochloride, ferrous fumarate, artificial flavour."
Energy Powdered Drink,Milo Choco Drink Activ-Go 220g,000-232,₱88.00,Beverages,4,₱352.00,https://gmart.com.ph/wp-content/uploads/2020/05/MILO-ACTIV-GO-CHOCO-MALT-POWDERED-MILK-DRINK-220G.jpg," Sugar, Protomalt Malt Extract (contains barley), Skimmed Milk (cow's milk), Cocoa, Palm Oil, Minerals (Dicalcium Phosphate, Disodium Phosphate, Ferric Pyrophosphate), Maltodextrin, Flavourings"
Energy Powdered Drink,Ovaltine All-In-One Choco Drink 20g,000-233,₱6.00,Beverages,24,₱144.00,https://cf.shopee.ph/file/3aef05dbc06ab996aa808952ccedaac9,"Sugar, Malt Extract (Malted Barley, Barley, Caramel Color, Soy Lecithin), Cocoa Processed With Alkali, Whey, Beet Juice Color, Salt, Soy Lecithin, Natural Flavor, Molasses, Caramel Color."
Energy Powdered Drink,Birch Tree Fortified Choco 29g,000-234,₱8.00,Beverages,80,₱640.00,https://cf.shopee.ph/file/39eaeb29c29bf8a4fbcf502a6e2e1465,"Birch Tree Full Cream is made from 100% pure cow's milk with no added sugar, no added preservatives. Enjoy 100% of milk's taste and creaminess and get 100% of milk's nutrients!"
Energy Powdered Drink,Energen Cereal Drink Vanilla 40g,000-235,₱8.00,Beverages,48,₱384.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/8996001440124.jpg,"WHOLE GRAIN WHEAT, RICE, SUGAR, MILLED CORN, WHEAT BRAN, SOLUBLE WHEAT FIBER, CONTANS 2% OR LESS OF SALT, BROWN RICE SYRUP, MALT FLAVOR, NATURAL FLAVOR, BHT FOR FRESHNESS."
Energy Powdered Drink,Energen Cereal Drink Chocolate 40g,000-236,₱8.00,Beverages,24,₱192.00,https://www.zen.com.ph/wp-content/uploads/2020/08/Energen-Cereal-Drink-Chocolate-40g-10-pcs.jpg,
Powdered Milk,Alaska Powdered Milk Plain 33g,000-237,₱9.00,Beverages,36,₱324.00,https://boholgrocery.com/wp-content/uploads/2020/09/Alaska-Powdered-Milk-Plain-33g.jpg," milk, soy and peanut oil."
Powdered Milk,Bear Brand Milk Adult Plus 33g,000-238,₱14.00,Beverages,24,₱336.00,https://www.superama.ph/app/uploads/2020/11/BEAR-BRAND-ADULT-PLUS-33G.jpg,"100% B-Vitamins (B1, B2, B3, B6 and B12) that help reduce tiredness and fatigue by releasing energy from the food you eat. Adult Tibay Resistensya Nutrients: 100% Vitamin C plus high levels of Iron and Zinc to help strengthen immunity. High in Calcium & Vitamin D for strong bones."
Powdered Milk,Bear Brand Milk W/ Iron 33g,000-239,₱10.00,Beverages,48,₱480.00,https://cdn.shopify.com/s/files/1/0284/7237/7453/products/Crown_2033g_20Front_20Face_20350x500px_400x_9dfbda19-fa55-414f-8ff8-8fc7a49e42f2_360x.png?v=1593140044,"Milk Powder (may contain any of the following: Skimmed Milk, Whole Milk, Buttermilk and Lactose), Glucose Syrup, Vegetable Oil (may contain any of the following: Palm Oil, Palm Olein, Coconut Oil, Soyabean Oil and Corn Oil), Milk Fat, Sugar, Emulsifiers (Soya Lecithin, Mono- and diglycerides, Sodium Hexametaphosphate, Disodium Phosphate, Trisodium Citrate), Minerals (Calcium Carbonate, Calcium Citrate, Iron Pyrophosphate, Zinc Sulfate), Potassium Caseinate, Natural Flavors, Vitamins (Vitamin C, E, B6, B1, Pantothenic Acid, A, B2, Niacin, Folic Acid, B12, Biotin"
Powdered Milk,Bear Brand Milk W/ Iron 150g,000-240,₱53.00,Beverages,6,₱318.00,https://racoon.ph/images/detailed/10/3f900854be40e6ea9d3cbafb8ef05986.jpg,"Milk Powder (may contain any of the following: Skimmed Milk, Whole Milk, Buttermilk and Lactose), Glucose Syrup, Vegetable Oil (may contain any of the following: Palm Oil, Palm Olein, Coconut Oil, Soyabean Oil and Corn Oil), Milk Fat, Sugar, Emulsifiers (Soya Lecithin, Mono- and diglycerides, Sodium Hexametaphosphate, Disodium Phosphate, Trisodium Citrate), Minerals (Calcium Carbonate, Calcium Citrate, Iron Pyrophosphate, Zinc Sulfate), Potassium Caseinate, Natural Flavors, Vitamins (Vitamin C, E, B6, B1, Pantothenic Acid, A, B2, Niacin, Folic Acid, B12, Biotin"
Powdered Milk,Bear Brand Milk W/ Iron 320g,000-241,₱108.00,Beverages,5,₱540.00,https://cf.shopee.ph/file/2cb59cb12b97457de33ac09b164d4821,"Milk Powder (may contain any of the following: Skimmed Milk, Whole Milk, Buttermilk and Lactose), Glucose Syrup, Vegetable
Oil (may contain any of the following: Palm Oil, Palm Olein, Coconut Oil, Soyabean Oil and Corn Oil), Milk Fat, Sugar, Emulsifiers (Soya Lecithin, Mono- and diglycerides, Sodium Hexametaphosphate, Disodium Phosphate, Trisodium Citrate), Minerals (Calcium Carbonate, Calcium Citrate, Iron Pyrophosphate, Zinc Sulfate), Potassium Caseinate, Natural Flavors, Vitamins (Vitamin C, E, B6, B1, Pantothenic Acid, A, B2, Niacin, Folic Acid, B12, Biotin"
Powdered Milk,Bear Brand Milk W/ Iron 700g,000-242,₱205.00,Beverages,3,₱615.00,https://ph-test-11.slatic.net/p/b7e367e0fbb6f2400d9586bf3d1891a5.jpg,"Milk Powder (may contain any of the following: Skimmed Milk, Whole Milk, Buttermilk and Lactose), Glucose Syrup, Vegetable
Oil (may contain any of the following: Palm Oil, Palm Olein, Coconut Oil, Soyabean Oil and Corn Oil), Milk Fat, Sugar, Emulsifiers (Soya Lecithin, Mono- and diglycerides, Sodium Hexametaphosphate, Disodium Phosphate, Trisodium Citrate), Minerals (Calcium Carbonate, Calcium Citrate, Iron Pyrophosphate, Zinc Sulfate), Potassium Caseinate, Natural Flavors, Vitamins (Vitamin C, E, B6, B1, Pantothenic Acid, A, B2, Niacin, Folic Acid, B12, Biotin"
Powdered Milk,Birch Tree Milk Fortified 33g,000-243,₱8.00,Beverages,160,"₱1,280.00",https://imartgrocersph.com/wp-content/uploads/2020/09/Birch-Tree-Fortified-Milk-Fiber-Boost-33g.png,"Milk powder, vegetable oil, glucose syrup, inulin fiber, stabilizers, vitamins, etc."
Coffee Mixes,Great Taste 3-In-1 Original Twin 33g,000-244,₱12.00,Beverages,12,₱144.00,https://boholgrocery.com/wp-content/uploads/2020/09/Great-Taste-3in1-Original-Twin-Pack-33g.png,"Sugar, non-dairy creamer (glucose syrup, hydrogenated vegetable fat (palm, palm kernel, or coconut oil), buffering agents, sodium casenate, emulsifiers, stabilizer, natural and artificial flavor, anticaking agent, sucralose, vitamin B2), and coffee powder."
Coffee Mixes,Great Taste 3-In-1 White 30g,000-245,₱7.00,Beverages,12,₱84.00,https://gmart.com.ph/wp-content/uploads/2020/05/GREAT-TASTE-3-IN-1-WHITE-COFFEE-30G.jpg,"NON-DAIRY CREAMER, SUGAR, DEXTROSE POWDER, COFFEE POWDER, NATURAL AND ARTIFICIAL FLAVORS"
Coffee Mixes,Great Taste 3-In-1 White Twin Pack 50g,000-246,₱12.00,Beverages,60,₱720.00,https://cf.shopee.ph/file/d388cb4230dbbfb4ac3ff6747422cbcf," NON-DAIRY CREAMER, SUGAR, DEXTROSE POWDER, COFFEE POWDER, NATURAL AND ARTIFICIAL FLAVORS"
